,lambda,Res_25um,band,img_quality_col,img_quality_col_2nd_pos,Res,Res_2nd_pos
120,598.6836734693877,654.3931771396923,r,24.28848880942105,27.38917319193539,673.5630840131411,597.3100872321834
121,601.5102040816327,647.4491194888508,r,24.12355878907454,27.099081324372648,670.9718134354184,597.2980335928781
122,604.3367346938776,640.6311514516029,r,24.03816511498859,26.92829397620075,666.2646133628438,594.756533794708
123,607.1632653061224,633.9361991953607,r,23.952771440902644,26.757506628028857,661.6522442501451,592.2975260812453
124,609.9897959183673,627.3612862361441,r,23.867377766816695,26.586719279856958,657.1326062350022,589.9198013418069
125,612.8163265306123,620.90353047408,r,23.781984092730745,26.415931931685055,652.7036685133713,587.6222085215611
126,615.6428571428571,614.560139064132,r,23.6965904186448,26.245144583513163,648.3634651723859,585.4036516245658
127,618.469387755102,608.3284071871326,r,23.61119674455885,26.074357235341264,644.1100950625477,583.2630903386205
128,621.295918367347,602.2057128653527,r,23.525803070472897,25.903569887169365,639.9417174638107,581.199536867348
129,624.1224489795918,596.1895142799987,r,23.44040939638695,25.732782538997473,635.8565503253261,579.2120550668068
130,626.9489795918367,590.2773467706443,r,23.355015722301,25.561995190825574,631.8528681261026,577.2997592364192
131,629.7755102040817,584.4668204417317,r,23.26962204821505,25.39120784265367,627.9290003407732,575.46181345882
132,632.6020408163265,578.7556164008624,r,23.184228374129106,25.22042049448178,624.0833283960899,573.6974295566305
133,635.4285714285714,573.1414852079861,r,23.098834700043156,25.04963314630988,620.3142849527766,572.0058671721674
134,638.2551020408164,567.6222438432744,r,23.013441025957206,24.87884579813798,616.6203515622075,570.3864323619036
135,641.0816326530612,562.1957727736834,r,22.92804735187126,24.70805844996609,613.0000563783293,568.8384762324931
136,643.9081632653061,556.8600147553848,r,22.84265367778531,24.53727110179419,609.4519737180714,567.361395288438
137,646.7346938775511,551.6129716131296,r,22.75726000369936,24.36648375362229,605.9747213894169,565.9546297187089
138,649.5612244897959,546.4527026352418,r,22.671866329613415,24.195696405450395,602.5669597406271,564.6176632801385
139,652.3877551020408,541.3773224380578,r,22.586472655527466,24.024909057278496,599.2273901006511,563.3500226237528
140,655.2142857142857,536.3849989779086,r,22.50107898144152,23.854121709106604,595.9547533479497,562.1512767467949
141,658.0408163265306,531.4739519964163,r,22.41568530735557,23.683334360934705,592.7478289298792,561.0210368784414
142,660.8673469387755,526.642450940602,r,22.33029163326962,23.512547012762806,589.6054332715969,559.9589558021256
143,663.6938775510204,521.8888129049254,r,22.244897959183675,23.341759664590914,586.5264181729666,558.9647271716008
144,666.5204081632653,517.2114015829584,r,22.159504285097725,23.170972316419014,583.5096703074527,558.0380858860862
145,669.3469387755102,512.6086258510571,r,22.074110611011776,23.000184968247115,580.5541102926021,557.1788080821291
146,672.1734693877551,508.07893740890603,r,21.988716936925826,22.829397620075223,577.6586906665813,556.3867100923006
147,675.0,841.9018966948378,i,21.903323262839876,22.65861027190332,960.9294062275563,928.8984260199711
148,679.5918367346939,830.0435867110509,i,21.764597077501694,22.381157901226956,953.4332105429557,927.1678328420478
149,684.1836734693877,818.4844984070232,i,21.625870892163512,22.10370553055059,946.18674837231,925.732223128557
150,688.7755102040817,807.2149227347936,i,21.487144706825326,21.82625315987422,939.1835603899297,924.59172541212
151,693.3673469387755,796.2255588653031,i,21.348418521487144,21.548800789197852,932.4174974177872,923.7469484432298
